id,user_id,nome_escola,proprietario,endereco_completo,numero,bairro,macroregiao,telefone_fixo,telefone_celular,created_at,updated_at,tipo_escola,email,alunos_creche,alunos_infantil,alunos_fundamental_i,alunos_fundamental_ii
,a90b0633-b4d5-46b8-929c-50d0dfee9934,MARIA INÊS ARNAL EEI - Unidade II,SME RIO PRETO,Rua Rosa Generosa Pinheiro,615,Jardim João Paulo II,HB,(17) 3225-9600,(17) 99109-0401,,,EMEI,maria.arnal@educacao.riopreto.sp.gov.br,,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,MARIA LUIZA OLIVEIRA E SILVA EEI,SME RIO PRETO,Avenida Major Léo Lerro,2300,Vitória Régia,Bosque,(17) 3238-1900,NULL,,,EMEI,maria.luiza@educacao.riopreto.sp.gov.br,138,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,MARIA MARCOLINA DA COSTA FARIA EEI,SME RIO PRETO,Rua Mario Gomyde,630,São Francisco,Bosque,(17) 3226-2544,NULL,,,EMEI,maria.marcolina@educacao.riopreto.sp.gov.br,131,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,MARIO DE MORAIS ALTENFELDER SILVA EM,SME RIO PRETO,Avenida Monte Aprazível,3408,Eldorado,Vila Toninho,(17) 3236-8100,(17) 98165-0795,,,EMEI,mario.altenfelder@educacao.riopreto.sp.gov.br,168,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,MENINO JESUS EM,SME RIO PRETO,Avenida São José do Rio Preto,3050,Eldorado,HB,(17) 3236-8349,(17) 98165-0742,,,EMEI,meninojesus@educacao.riopreto.sp.gov.br,,210,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,MEU AMOR EM,SME RIO PRETO,Rua Noruega,355,Jardim Alto Rio Preto,Cidade da Criança,(17) 3234-6841,(17) 98165-0804,,,EMEI,meuamor@educacao.riopreto.sp.gov.br,64,98,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,MEU AMOR EM - Unidade II,SME RIO PRETO,Rua Orsini Dias de Aguiar,183,Jardim Alvorada,Cidade da Criança,(17) 3235-1044,NULL,,,EMEI,meuamor@educacao.riopreto.sp.gov.br,,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,MICHEL PEDRO SAWAYA PROF EM,SME RIO PRETO,Rua Darci Friederich Pacheco,440,Cristo Rei,Central,(17) 3238-3422,(17) 98165-0393,,,EMEF,michel.pedro@educacao.riopreto.sp.gov.br,,,370,45
,a90b0633-b4d5-46b8-929c-50d0dfee9934,MODESTO RODRIGUES MARQUES PROF EM,SME RIO PRETO,Rua Maria Onofre Lopes dos Santos,1203,Vila Toninho,Central,(17) 3238-1515,(17) 98165-0726,,,EMEI,modesto.rodrigues@educacao.riopreto.sp.gov.br,,173,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,MODESTO RODRIGUES MARQUES PROF EM - Unidade II,SME RIO PRETO,Rua Antônio Lopes dos Santos,536,Vila Toninho,Vila Toninho,(17) 3238-1515,NULL,,,EMEI,modesto.rodriguesii@educacao.riopreto.sp.gov.br,,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,MÔNICA E CEBOLINHA EM,SME RIO PRETO,Rua Arnaldo Affini,262,Jardim Belo Horizonte,Cidade da Criança,(17) 3236-7282,(17) 98165-0408,,,EMEI,monicacebolinha@educacao.riopreto.sp.gov.br,,174,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,NEIDE EGÉA LAGUNA PROFA EM,SME RIO PRETO,Rua Américo Agrelli,331,Parque da Cidadania,Cidade da Criança,(17) 3217-7984,(17) 98165-0419,,,EMEI,neide.laguna@educacao.riopreto.sp.gov.br,208,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,NEUZA CASTRO BUZZINI EM,SME RIO PRETO,Rua Silva Jardim,1831,Boa Vista,Cidade da Criança,(17) 3212-7095,(17) 98165-0797,,,EMEI,neuza.buzzini@educacao.riopreto.sp.gov.br,122,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,NICE BEOLCHI NUNES FERREIRA EM,SME RIO PRETO,Rua Amilde Tedeschi,S/Nº,Residencial Dom Lafayete Libânio,Céu,(17) 3236-6454,(17) 98165-0521,,,EMEI,nice.beolchi@educacao.riopreto.sp.gov.br,147,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,NOÊMIA BORIN RADUAN EEI,SME RIO PRETO,Rua Fernão Dias Paes Leme,350,Vila Maceno,Central,(17) 3224-6432,NULL,,,EMEI,noemia.raduan@educacao.riopreto.sp.gov.br,137,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,NORBERTO BUZZINI DR EM,SME RIO PRETO,Rua Waldomiro Nadotti,800,Jardim Yolanda,Pinheirinho,(17) 3225-1050,(17) 98165-0693,,,EMEF,norberto@educacao.riopreto.sp.gov.br,,,419,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,ODAIR ALUÍZIO TORTORELLO PROF EM,SME RIO PRETO,Rua Iriritiba,1260,Jardim Sônia,Central,(17) 3234-8525,(17) 98165-0415,,,EMEI,odair.tortorello@educacao.riopreto.sp.gov.br,97,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,OLDEMAR STOBBE PROF EM,SME RIO PRETO,Rua José Elias Abrahão,105,Residencial Gabriella,Represa,(17) 3217-6306,(17) 98165-0547,,,EMEF,oldemar.stobbe@educacao.riopreto.sp.gov.br,,,437,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,OLGA MALLOUK LOPES DA SILVA PROFA EM,SME RIO PRETO,Rua Michel Jacob,515,Jardim Simões,Central,(17) 3236-2900,(17) 98165-0481,,,EMEF,olga.mallouk@educacao.riopreto.sp.gov.br,,,545,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,ORESTES QUERCIA DR EM,SME RIO PRETO,Rua Jesus Cristo,441,Solo Sagrado,Cidade da Criança,(17) 3236-1332,(17) 98165-0421,,,EMEI,orestes.quercia@educacao.riopreto.sp.gov.br,,237,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,ORLANDO GUARESCHI EM,SME RIO PRETO,Rua Regente Feijó,33,Vila Ercília,Céu,(17) 3235-2073,(17) 98165-0839,,,EMEI,orlando.guareschi@educacao.riopreto.sp.gov.br,139,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,OSCAR ARANTES PIRES PROF EM,SME RIO PRETO,Rua Imperial,569,Imperial,Pinheirinho,(17) 3233-6298,(17) 98165-0849,,,EMEF,oscar.pires@educacao.riopreto.sp.gov.br,,,277,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,"OSNI ASSIS PEREIRA, EM (EGYDIO ZANI)",SME RIO PRETO,Rua Aparecida Rosa dos Santos Carrige,576,Egydio Zani,Central,17 98165-0674,(17) 98165-0674,,,EMEI,osni.assis@educacao.riopreto.sp.gov.br,105,125,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,OSVALDO DE CARVALHO EM,SME RIO PRETO,Rua Joaquim Osório Duque Estrada,1180,Jardim Maria Lúcia,Central,(17) 3236-6903,(17) 98165-0568,,,EMEI,osvaldo.carvalho@educacao.riopreto.sp.gov.br,146,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,PANTERA COR DE ROSA EM,SME RIO PRETO,Avenida Nova Granada,4320,São Jorge,Bosque,(17) 3237-9766,(17) 98165-0429,,,EMEI,pantera@educacao.riopreto.sp.gov.br,,131,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,PATO DONALD EM,SME RIO PRETO,Rua Ipiranga,963,,Pinheirinho,(17) 3234-7207,(17) 98165-0446,,,EMEI,pato@educacao.riopreto.sp.gov.br,25,164,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,PAUL PERCY HARRIS EM,SME RIO PRETO,Rua João Gagliardo,145,Parque da Cidadania,Cidade da Criança,(17) 3236-6313,(17) 98165-0561,,,EMEF,percy.harris@educacao.riopreto.sp.gov.br,,,423,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,PAULO JOSÉ FROES EM,SME RIO PRETO,Estrada Municipal Pastor Dr. José Perozin,S/Nº,Estância Bosque Verde,Central,(17) 3215-3160,(17) 98165-0396,,,EMEI,paulo.froes@educacao.riopreto.sp.gov.br,86,134,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,PEDRO D'AMICO EM,SME RIO PRETO,Rua Arnaldo Affini,253,Jardim Belo Horizonte,Cidade da Criança,(17) 3236-3860,(17) 98165-0401,,,EMEI,pedrodamico@educacao.riopreto.sp.gov.br,,105,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,PETER PAN EM,SME RIO PRETO,Rua Itália,77,Vila Sinibaldi,Céu,(17) 3227-8966,(17) 98165-0605,,,EMEI,peterpan@educacao.riopreto.sp.gov.br,52,109,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,PINÓCHIO EM,SME RIO PRETO,Avenida Otávio Pinto César,1500,Cidade Nova,Bosque,(17) 3226-2744,(17) 98165-0832,,,EMEI,pinochio@educacao.riopreto.sp.gov.br,,199,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,PRÍNCIPE ENCANTADO EM,SME RIO PRETO,Rua São Sebastião,1213,Parque Industrial,HB,(17) 3234-6345,(17) 98165-0699,,,EMEI,principe@educacao.riopreto.sp.gov.br,16,75,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,RAIO DE SOL EM,SME RIO PRETO,Rua Wilson Camarin,210,Costa do Sol,HB,(17) 3237-0488,(17) 98165-0451,,,EMEI,raiosol@educacao.riopreto.sp.gov.br,21,204,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,RAQUEL VERONEZZI MARQUES DA SILVA EEI,SME RIO PRETO,Rua Helena Meucci Costa,S/Nº,Parque das Flores,Central,(17) 3224-5513,NULL,,,EMEI,raquelveronezzi@educacao.riopreto.sp.gov.br,186,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,REGINA MALLOUK PROFA EM,SME RIO PRETO,Estrada Pastor Dr. José Perozin,S/Nº,Estância Bosque Verde,Cidade da Criança,(17) 3215-2364,(17) 98165-0754,,,EMEF,regina.mallouk@educacao.riopreto.sp.gov.br,,,501,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,RISCIERI BERTO PROF EM,SME RIO PRETO,Rua Dr. Mário Valadão Furquim,931,Solo Sagrado,Bosque,(17) 3236-6914,(17) 98165-0853,,,EMEF,riscieri.berto@educacao.riopreto.sp.gov.br,,,675,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,RITA MENDES MAMBREU EM,SME RIO PRETO,Avenida Manoel Roberto Cassilas,1325,Estância Santa Catarina,Bosque,(17) 3238-2077,(17) 98165-0773,,,EMEI,rita.mambreu@educacao.riopreto.sp.gov.br,121,126,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,ROBERTO JORGE EM,SME RIO PRETO,Rua São Bento,471,Gonzaga de Campos,Pinheirinho,(17) 3232-8732,(17) 98165-0658,,,EMEF,roberto.jorge@educacao.riopreto.sp.gov.br,,,156,21
,a90b0633-b4d5-46b8-929c-50d0dfee9934,RUBENS CINTRA DAMIÃO EM,SME RIO PRETO,Rua Cézar Pupim,1150,Parque Jaguaré,Schmitt,(17) 3218-9335,(17) 98165-0183,,,EMEF,rubens.cintra@educacao.riopreto.sp.gov.br,,,422,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,RUY NAZARETH DR EM,SME RIO PRETO,Rua Almelinda Aparecida de Paula Amaral,149,Parque Jaguaré,Cidade da Criança,(17) 3224-5834,(17) 98165-0609,,,EMEF,ruy.nazareth@educacao.riopreto.sp.gov.br,,,639,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,SACI PERERÊ EM,SME RIO PRETO,Avenida dos Estudantes,2139,Vila Nossa Senhora da Aparecida,Bosque,(17) 3234-4264,(17) 98165-0518,,,EMEI,saci@educacao.riopreto.sp.gov.br,,72,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,SANTA CATARINA LABORÉ EEI,SME RIO PRETO,Rua Valdomiro Lopes da Silva,105,Jardim Belo Horizonte,Bosque,(17) 3219-0037,NULL,,,EMEI,catarina@educacao.riopreto.sp.gov.br,109,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,SÉRGIO CAMARGO VER EM,SME RIO PRETO,Rua Manoel Costa Branco,870,Solo Sagrado,Central,(17) 3217-2169,(17) 98165-0453,,,EMEI,sergio.camargo@educacao.riopreto.sp.gov.br,266,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,SILVIA COVAS EM,SME RIO PRETO,Rua Alberto Bechara Hage,363,Jardim Simões,Central,(17) 3236-8889,(17) 98165-0263,,,EMEI,silvia.covas@educacao.riopreto.sp.gov.br,208,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,SYLVIO BENITO MARTINI DEP EM,SME RIO PRETO,Rua Geraldo Barbosa de Oliveira,2801,Jardim Santo Antônio,Pinheirinho,(17) 3236-7094,(17) 98165-0472,,,EMEF,sylvio.benito@educacao.riopreto.sp.gov.br,,,708,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,SILVIO DE MELO PROF EM,SME RIO PRETO,Avenida Monte Aprazível,S/Nº,Eldorado,Céu,(17) 3237-2008,(17) 98165-0473,,,EMEF,silvio.melo@educacao.riopreto.sp.gov.br,,,364,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,SÍTIO DO PICA PAU AMARELO EM,SME RIO PRETO,Rua Coronel Orlando Pereira Barreto,610,Jardim Estrela,Céu,(17) 3224-0113,(17) 98165-0597,,,EMEI,sitio@educacao.riopreto.sp.gov.br,,76,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,SOLDADINHO DE CHUMBO EM,SME RIO PRETO,Rua Professor Jamil Kauan,20,Vila Bancária,Cidade da Criança,(17) 3234-7418,(17) 98165-0788,,,EMEI,soldadinho@educacao.riopreto.sp.gov.br,,70,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,SYLVIA PURITA EM,SME RIO PRETO,Rua Joaquim Antonio Figueiredo,50,Solo Sagrado,Central,(17) 3236-2801,(17) 98165-0479,,,EMEI,sylviapurita@educacao.riopreto.sp.gov.br,179,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,TACLA SAID BENETTI EM,SME RIO PRETO,Rua Dr. Walder Antônio Esbrogeo,511,Jardim Santo Antônio,Central,(17) 3236-7229,(17) 98165-0482,,,EMEI,tacla@educacao.riopreto.sp.gov.br,190,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,VERA EM,SME RIO PRETO,Rua Umberto Pazotti,253,Jardim Antoniassi,Pinheirinho,(17) 3808-1431,(17) 98165-0247,,,EMEIF,vera@educacao.riopreto.sp.gov.br,,46,250,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,WALFREDO DE ANDRADE FOGAÇA PROF EM,SME RIO PRETO,Rua Adanilo Graciano Pimentel,46,Jardim Itapema,Céu,(17) 3236-4833,(17) 98165-0673,,,EMEF,walfredo.fogaca@educacao.riopreto.sp.gov.br,,,595,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,WILSON ROMANO CALIL DR EM,SME RIO PRETO,Avenida Alberto Olivieri,2695,Jardim Anielli,Schmitt,(17) 3236-8890,(17) 98165-0665,,,EMEF,romano.calil@educacao.riopreto.sp.gov.br,,,659,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,YOLANDA FERRARI VARGAS PROFA EM,SME RIO PRETO,Rua Dezenove de Março,901,Jardim Maria Lúcia,Pinheirinho,(17) 3236-6866,(17) 98165-0491,,,EMEF,yolanda.vargas@educacao.riopreto.sp.gov.br,,,909,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,"ZANONI BATISTA DE AZEVEDO, EM",SME RIO PRETO,Rua Marino Rossi,S/Nº,Pq. Res. João da Silva,nan,(17) 98165-0214,(17) 98165-0214,,,EMEI,zanoni.azevedo@educacao.riopreto.sp.gov.br,164,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,ZILDA NATEL EM,SME RIO PRETO,Rua Professora Zulmira da Silva Salles,1187,Parque Industrial,Pinheirinho,(17) 3212-4009,(17) 98165-0841,,,EMEI,zilda@educacao.riopreto.sp.gov.br,184,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,ZUMBI DOS PALMARES EM,SME RIO PRETO,Rua Clodulpho Sellman Benevides,421,Vila Hipodromo,Pinheirinho,(17) 3218-1731,(17) 98165-0592,,,EMEI,zumbi@educacao.riopreto.sp.gov.br,,139,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,CEMA MARIA LUCIA DE OLIVEIRA,SME RIO PRETO,Avenida Brasilusa,500,Jardim Redentor,nan,(17) 3226-1780,NULL,,,,,,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,"Centro de Atendimento Educacional Especializado e Convivência ""Profª Odete Nassif Gabriel"" - CAECC",SME RIO PRETO,Rua Antonio Pereira Braga,287,Jardim Fuscaldo,nan,(17) 3224-1848,NULL,,,,,,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,Centro de Referência de Educação e Memória da Infância – CREMIN,SME RIO PRETO,Avenida Duque de Caxias,S/N,Jardim Seixas - Represa Municipal,N/A,(17) 3224-0024,NULL,,,,,,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,CENTRO GATO DE BOTAS,SME RIO PRETO,Rua Dr. Raul Silva,675,Vila Redentora,nan,(17) 3235-3485,(17) 98165-0630,,,,,,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,Centro Integrado de Formação Continuada de Educadores – CEFOR,SME RIO PRETO,Avenida João Batista Vetorazzo,500,Distrito Industrial,N/A,(17) 3232-9426,NULL,,,,,,,,
,a90b0633-b4d5-46b8-929c-50d0dfee9934,CIECC DR AZIZ AB SABER,SME RIO PRETO,Avenida João Batista Vetorazzo,500,Distrito Industrial Waldemar de Oliveira Verde,nan,(17) 3232-9426,NULL,,,,,,,,
